2017-08-21 11:29:02,887 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for ezmorph:ezmorph:jar:1.0.3 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:02,889 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons-collections:commons-collections:jar:3.2.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:02,893 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for reha.jakarta-oro:jakarta-oro:jar:1.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:02,897 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for org.aspectj:aspectjweaver:jar:1.8.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:02,903 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.google.guava:guava:jar:19.0-rc2 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:09,879 [DefaultMetadataResolver-0-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://mirrors.ibiblio.org/pub/mirrors/maven2/com/jnwtv/jnwtv-common/1.0.0-SNAPSHOT/maven-metadata.xml
2017-08-21 11:29:15,973 [DefaultMetadataResolver-0-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.oschina.net/content/groups/public/com/jnwtv/jnwtv-common/1.0.0-SNAPSHOT/maven-metadata.xml
2017-08-21 11:29:15,975 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Could not transfer metadata com.jnwtv:jnwtv-common:1.0.0-SNAPSHOT/maven-metadata.xml from/to oschina (http://maven.oschina.net/content/groups/public/): connect timed out
2017-08-21 11:29:15,980 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The metadata /Users/cz/.m2/repository/com/jnwtv/jnwtv-common/1.0.0-SNAPSHOT/maven-metadata-ibiblio.xml is invalid: end tag name </body> must match start tag name <hr> from line 888 (position: START_TAG seen ...          08-Nov-2014 19:04                 207\r\n</pre><hr></body>... @888:18) 
2017-08-21 11:29:15,981 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Failure to transfer com.jnwtv:jnwtv-common:1.0.0-SNAPSHOT/maven-metadata.xml from http://maven.oschina.net/content/groups/public/ was cached in the local repository, resolution will not be reattempted until the update interval of oschina has elapsed or updates are forced. Original error: Could not transfer metadata com.jnwtv:jnwtv-common:1.0.0-SNAPSHOT/maven-metadata.xml from/to oschina (http://maven.oschina.net/content/groups/public/): connect timed out
2017-08-21 11:29:15,983 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The metadata /Users/cz/.m2/repository/com/jnwtv/jnwtv-common/1.0.0-SNAPSHOT/maven-metadata-ibiblio.xml is invalid: end tag name </body> must match start tag name <hr> from line 888 (position: START_TAG seen ...          08-Nov-2014 19:04                 207\r\n</pre><hr></body>... @888:18) 
2017-08-21 11:29:25,987 [Worker-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.oschina.net/content/groups/public/com/jnwtv/jnwtv-common/1.0.0-SNAPSHOT/jnwtv-common-1.0.0-SNAPSHOT.pom
2017-08-21 11:29:29,773 [Worker-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://mirrors.ibiblio.org/pub/mirrors/maven2/com/jnwtv/jnwtv-common/1.0.0-SNAPSHOT/jnwtv-common-1.0.0-SNAPSHOT.pom
2017-08-21 11:29:29,777 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.jnwtv:jnwtv-common:jar:1.0.0-SNAPSHOT is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:33,625 [DefaultMetadataResolver-1-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://mirrors.ibiblio.org/pub/mirrors/maven2/com/jnwtv/jnwtv-message/1.0.0-SNAPSHOT/maven-metadata.xml
2017-08-21 11:29:39,782 [DefaultMetadataResolver-1-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.oschina.net/content/groups/public/com/jnwtv/jnwtv-message/1.0.0-SNAPSHOT/maven-metadata.xml
2017-08-21 11:29:39,783 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Could not transfer metadata com.jnwtv:jnwtv-message:1.0.0-SNAPSHOT/maven-metadata.xml from/to oschina (http://maven.oschina.net/content/groups/public/): connect timed out
2017-08-21 11:29:39,785 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The metadata /Users/cz/.m2/repository/com/jnwtv/jnwtv-message/1.0.0-SNAPSHOT/maven-metadata-ibiblio.xml is invalid: end tag name </body> must match start tag name <hr> from line 888 (position: START_TAG seen ...          08-Nov-2014 19:04                 207\r\n</pre><hr></body>... @888:18) 
2017-08-21 11:29:39,786 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Failure to transfer com.jnwtv:jnwtv-message:1.0.0-SNAPSHOT/maven-metadata.xml from http://maven.oschina.net/content/groups/public/ was cached in the local repository, resolution will not be reattempted until the update interval of oschina has elapsed or updates are forced. Original error: Could not transfer metadata com.jnwtv:jnwtv-message:1.0.0-SNAPSHOT/maven-metadata.xml from/to oschina (http://maven.oschina.net/content/groups/public/): connect timed out
2017-08-21 11:29:39,788 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The metadata /Users/cz/.m2/repository/com/jnwtv/jnwtv-message/1.0.0-SNAPSHOT/maven-metadata-ibiblio.xml is invalid: end tag name </body> must match start tag name <hr> from line 888 (position: START_TAG seen ...          08-Nov-2014 19:04                 207\r\n</pre><hr></body>... @888:18) 
2017-08-21 11:29:49,792 [Worker-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.oschina.net/content/groups/public/com/jnwtv/jnwtv-message/1.0.0-SNAPSHOT/jnwtv-message-1.0.0-SNAPSHOT.pom
2017-08-21 11:29:54,419 [Worker-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://mirrors.ibiblio.org/pub/mirrors/maven2/com/jnwtv/jnwtv-message/1.0.0-SNAPSHOT/jnwtv-message-1.0.0-SNAPSHOT.pom
2017-08-21 11:29:54,421 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.jnwtv:jnwtv-message:jar:1.0.0-SNAPSHOT is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:54,424 [DefaultMetadataResolver-2-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://mirrors.ibiblio.org/pub/mirrors/maven2/com/jnwtv/jnwtv-redis-interface/1.0.0-SNAPSHOT/maven-metadata.xml
2017-08-21 11:29:54,424 [DefaultMetadataResolver-2-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.oschina.net/content/groups/public/com/jnwtv/jnwtv-redis-interface/1.0.0-SNAPSHOT/maven-metadata.xml
2017-08-21 11:29:54,426 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Could not transfer metadata com.jnwtv:jnwtv-redis-interface:1.0.0-SNAPSHOT/maven-metadata.xml from/to oschina (http://maven.oschina.net/content/groups/public/): The operation was cancelled.
2017-08-21 11:29:54,426 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Could not transfer metadata com.jnwtv:jnwtv-redis-interface:1.0.0-SNAPSHOT/maven-metadata.xml from/to ibiblio (http://mirrors.ibiblio.org/pub/mirrors/maven2/): The operation was cancelled.
2017-08-21 11:29:54,427 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Failure to transfer com.jnwtv:jnwtv-redis-interface:1.0.0-SNAPSHOT/maven-metadata.xml from http://maven.oschina.net/content/groups/public/ was cached in the local repository, resolution will not be reattempted until the update interval of oschina has elapsed or updates are forced. Original error: Could not transfer metadata com.jnwtv:jnwtv-redis-interface:1.0.0-SNAPSHOT/maven-metadata.xml from/to oschina (http://maven.oschina.net/content/groups/public/): The operation was cancelled.
2017-08-21 11:29:54,427 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - Failure to transfer com.jnwtv:jnwtv-redis-interface:1.0.0-SNAPSHOT/maven-metadata.xml from http://mirrors.ibiblio.org/pub/mirrors/maven2/ was cached in the local repository, resolution will not be reattempted until the update interval of ibiblio has elapsed or updates are forced. Original error: Could not transfer metadata com.jnwtv:jnwtv-redis-interface:1.0.0-SNAPSHOT/maven-metadata.xml from/to ibiblio (http://mirrors.ibiblio.org/pub/mirrors/maven2/): The operation was cancelled.
2017-08-21 11:29:54,428 [Worker-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.oschina.net/content/groups/public/com/jnwtv/jnwtv-redis-interface/1.0.0-SNAPSHOT/jnwtv-redis-interface-1.0.0-SNAPSHOT.pom
2017-08-21 11:29:54,429 [Worker-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://mirrors.ibiblio.org/pub/mirrors/maven2/com/jnwtv/jnwtv-redis-interface/1.0.0-SNAPSHOT/jnwtv-redis-interface-1.0.0-SNAPSHOT.pom
2017-08-21 11:29:54,433 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.squareup.okhttp3:okhttp:jar:3.2.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:54,436 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.google.code.gson:gson:jar:2.6.2 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:54,439 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for junit:junit:jar:4.12 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:59,865 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:59,868 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:59,881 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.mail:javax.mail:jar:1.5.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:29:59,905 [Worker-3] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact servletapi:servlet-api:jar:2.4 has been relocated to javax.servlet:servlet-api:jar:2.4
2017-08-21 11:30:25,315 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:alipay-sdk-java:jar:1.0.0 is missing, no dependency information available
2017-08-21 11:30:25,321 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for commons.alipay:commons-logging:jar:1.1.1 is missing, no dependency information available
2017-08-21 11:30:25,343 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.sun.mail:javax.mail:jar:1.5.6 is invalid, transitive dependencies (if any) will not be available, enable debug logging for more details
2017-08-21 11:30:25,384 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact servletapi:servlet-api:jar:2.4 has been relocated to javax.servlet:servlet-api:jar:2.4
2017-08-21 11:30:25,972 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Using 'UTF-8' encoding to copy filtered resources.
2017-08-21 11:30:25,978 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 31 resources
